ReferenceID,CellID,CellType,Variable,Material Used,Location in reference,Measurement Equation,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Species,Strain,Sex,Age or Weight
906018,6053,LEC-L2 LII Basket-Multipolar Interneuron,x193,"""Fig. 1. Camera lucida drawing of 11serially and completely investigated neurons, showing them in their respective position within the upper layers of the entorhinal cortex.""","p217, Fig1",(x194+x195):(x192+x193) = 1:1,LIII Multipolar Interneuron = 1;  LII Basket-Multipolar Interneuron = 1,Germroth,,,,2026788,0,rats,,,
906020,6053,MEC-L2 LII Basket-Multipolar Interneuron,x192,"""Fig. 1. Camera lucida drawing of 11serially and completely investigated neurons, showing them in their respective position within the upper layers of the entorhinal cortex.""","p217, Fig1",(x192+x193):(x156+x157) = 1:1,LII Basket-Multipolar Interneuron = 1; LIII Pyramidal = 1,Germroth,,,,2026788,0,rats,,,
906022,6053,LEC-L2 LII Basket-Multipolar Interneuron,x193,"""Fig. 1. Camera lucida drawing of 11serially and completely investigated neurons, showing them in their respective position within the upper layers of the entorhinal cortex.""","p217, Fig1",(x192+x193):(x156+x157) = 1:1,LII Basket-Multipolar Interneuron = 1; LIII Pyramidal = 1,Germroth,,,,2026788,0,rats,,,
906024,6017,MEC-L3 LIII Pyramidal,x156,"""Fig. 1. Camera lucida drawing of 11serially and completely investigated neurons, showing them in their respective position within the upper layers of the entorhinal cortex.""","p217, Fig1",(x192+x193):(x156+x157) = 1:1,LII Basket-Multipolar Interneuron = 1; LIII Pyramidal = 1,Germroth,,,,2026788,0,rats,,,
906026,6017,LEC-L3 LIII Pyramidal,x157,"""Fig. 1. Camera lucida drawing of 11serially and completely investigated neurons, showing them in their respective position within the upper layers of the entorhinal cortex.""","p217, Fig1",(x192+x193):(x156+x157) = 1:1,LII Basket-Multipolar Interneuron = 1; LIII Pyramidal = 1,Germroth,,,,2026788,0,rats,,,
906028,6002,MEC-L5 MEC LV Pyramidal,x184,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4) <% 6002 %>, bipolar (n = 1) and multipolar (n = 1) neurons (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC [n = 3 do not project to LII-III] <% 6085 %>.""","p415, right bot",x184:(x171+x172+x173+x174) = 4:3,LV Pyramidal = 4; LIV-V Pyramidal-Horizontal(mec4/5) = 3,Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906030,6085,MEC-L5 LIV-V Pyramidal-Horizontal,x171,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4) <% 6002 %>, bipolar (n = 1) and multipolar (n = 1) neurons (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC [n = 3 do not project to LII-III] <% 6085 %>.""","p415, right bot",x184:(x171+x172+x173+x174) = 4:3,LV Pyramidal = 4; LIV-V Pyramidal-Horizontal(mec4/5) = 3,Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906032,6085,MEC-L4 LIV-V Pyramidal-Horizontal,x172,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4) <% 6002 %>, bipolar (n = 1) and multipolar (n = 1) neurons (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC [n = 3 do not project to LII-III] <% 6085 %>.""","p415, right bot",x184:(x171+x172+x173+x174) = 4:3,LV Pyramidal = 4; LIV-V Pyramidal-Horizontal(mec4/5) = 3,Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906034,6085,LEC-L5 LIV-V Pyramidal-Horizontal,x173,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4) <% 6002 %>, bipolar (n = 1) and multipolar (n = 1) neurons (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC [n = 3 do not project to LII-III] <% 6085 %>.""","p415, right bot",x184:(x171+x172+x173+x174) = 4:3,LV Pyramidal = 4; LIV-V Pyramidal-Horizontal(mec4/5) = 3,Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906036,6085,LEC-L4 LIV-V Pyramidal-Horizontal,x174,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4) <% 6002 %>, bipolar (n = 1) and multipolar (n = 1) neurons (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC [n = 3 do not project to LII-III] <% 6085 %>.""","p415, right bot",x184:(x171+x172+x173+x174) = 4:3,LV Pyramidal = 4; LIV-V Pyramidal-Horizontal(mec4/5) = 3,Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906038,6085,MEC-L5 LIV-V Pyramidal-Horizontal,x171,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4), bipolar (n = 1) and multipolar (n = 1) neurons [n = 2 bipolar/multipolar] <% 6086 %> (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC.""","p415, right bot",(x171+x172+x173+x174):(x176+x177+x179+x180) = 3:2,LIV-V Pyramidal-Horizontal(mec4/5) = 3; LIV-VI Deep Multipolar Principal = 2 (mec4/5),Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906040,6085,MEC-L4 LIV-V Pyramidal-Horizontal,x172,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4), bipolar (n = 1) and multipolar (n = 1) neurons [n = 2 bipolar/multipolar] <% 6086 %> (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC.""","p415, right bot",(x171+x172+x173+x174):(x176+x177+x179+x180) = 3:2,LIV-V Pyramidal-Horizontal(mec4/5) = 3; LIV-VI Deep Multipolar Principal = 2 (mec4/5),Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906042,6085,LEC-L5 LIV-V Pyramidal-Horizontal,x173,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4), bipolar (n = 1) and multipolar (n = 1) neurons [n = 2 bipolar/multipolar] <% 6086 %> (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC.""","p415, right bot",(x171+x172+x173+x174):(x176+x177+x179+x180) = 3:2,LIV-V Pyramidal-Horizontal(mec4/5) = 3; LIV-VI Deep Multipolar Principal = 2 (mec4/5),Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906044,6085,LEC-L4 LIV-V Pyramidal-Horizontal,x174,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4), bipolar (n = 1) and multipolar (n = 1) neurons [n = 2 bipolar/multipolar] <% 6086 %> (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC.""","p415, right bot",(x171+x172+x173+x174):(x176+x177+x179+x180) = 3:2,LIV-V Pyramidal-Horizontal(mec4/5) = 3; LIV-VI Deep Multipolar Principal = 2 (mec4/5),Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906046,6086,MEC-L5 LIV-VI Deep Multipolar Principal,x176,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4), bipolar (n = 1) and multipolar (n = 1) neurons [n = 2 bipolar/multipolar] <% 6086 %> (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC.""","p415, right bot",(x171+x172+x173+x174):(x176+x177+x179+x180) = 3:2,LIV-V Pyramidal-Horizontal(mec4/5) = 3; LIV-VI Deep Multipolar Principal = 2 (mec4/5),Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906048,6086,MEC-L4 LIV-VI Deep Multipolar Principal,x177,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4), bipolar (n = 1) and multipolar (n = 1) neurons [n = 2 bipolar/multipolar] <% 6086 %> (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC.""","p415, right bot",(x171+x172+x173+x174):(x176+x177+x179+x180) = 3:2,LIV-V Pyramidal-Horizontal(mec4/5) = 3; LIV-VI Deep Multipolar Principal = 2 (mec4/5),Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906050,6086,LEC-L5 LIV-VI Deep Multipolar Principal,x179,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4), bipolar (n = 1) and multipolar (n = 1) neurons [n = 2 bipolar/multipolar] <% 6086 %> (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC.""","p415, right bot",(x171+x172+x173+x174):(x176+x177+x179+x180) = 3:2,LIV-V Pyramidal-Horizontal(mec4/5) = 3; LIV-VI Deep Multipolar Principal = 2 (mec4/5),Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906052,6086,LEC-L4 LIV-VI Deep Multipolar Principal,x180,"""The axons of all projection cells labelled with biocytin (n = 9) reached the DG via the perforant path. After leaving the somata, the main axons of pyramidal (n = 4), bipolar (n = 1) and multipolar (n = 1) neurons [n = 2 bipolar/multipolar] <% 6086 %> (6 neurons or 67% of all labelled cells) give rise to ascending collaterals to the superficial (II-III) layers of the EC.""","p415, right bot",(x171+x172+x173+x174):(x176+x177+x179+x180) = 3:2,LIV-V Pyramidal-Horizontal(mec4/5) = 3; LIV-VI Deep Multipolar Principal = 2 (mec4/5),Gloveli,,,,11168548,0,rats,Wistar,,3 to 7-week-old
906054,6021,MEC-L5 LV Deep Pyramidal,x182,"""The first category of neuron (n = 38) has a pyramidal cell appearance (Fig. 1A). The second category consists of cells (n = 15) that, like the pyramidal cells, have a distinct apical dendrite but, unlike the pyramidal cells, have a basal dendritic plexus that extends predominantly and for long distances in the horizontal plane. These dendrites remain, for the most part, within the limits of layer V. We refer to this second category as horizontal cells (Fig. 1B).""","p459, right mid",x182:x171 = 38:15,LV Deep Pyramidal = 38; LIV-V Pyramidal-Horizontal = 15,Hamam - MEC,,,,10713573,0,rats,Long Evans,,
906056,6085,MEC-L5 LIV-V Pyramidal-Horizontal,x171,"""The first category of neuron (n = 38) has a pyramidal cell appearance (Fig. 1A). The second category consists of cells (n = 15) that, like the pyramidal cells, have a distinct apical dendrite but, unlike the pyramidal cells, have a basal dendritic plexus that extends predominantly and for long distances in the horizontal plane. These dendrites remain, for the most part, within the limits of layer V. We refer to this second category as horizontal cells (Fig. 1B).""","p459, right mid",x182:x171 = 38:15,LV Deep Pyramidal = 38; LIV-V Pyramidal-Horizontal = 15,Hamam - MEC,,,,10713573,0,rats,Long Evans,,
906058,6085,MEC-L5 LIV-V Pyramidal-Horizontal,x171,"""The second category consists of cells (n = 15) that, like the pyramidal cells, have a distinct apical dendrite but, unlike the pyramidal cells, have a basal dendritic plexus that extends predominantly and for long distances in the horizontal plane. These dendrites remain, for the most part, within the limits of layer V. We refer to this second category as horizontal cells (Fig. 1B). The rest of the labeled layer V cells (n = 9) were distinct from pyramidal and horizontal cell types in that they typically had a multipolar dendritic arborization and polymorphic somatic cell shape. We named this category polymorphic cells (Fig. 1C).""","p459, right mid",x171:x187 = 15:9,LIV-V Pyramidal-Horizontal = 15; LV-VI Pyramidal Polymorphic = 9,Hamam - MEC,,,,10713573,0,rats,Long Evans,,
906060,6052,MEC-L5 MEC LV-VI Pyramidal-Polymorphic,x187,"""The second category consists of cells (n = 15) that, like the pyramidal cells, have a distinct apical dendrite but, unlike the pyramidal cells, have a basal dendritic plexus that extends predominantly and for long distances in the horizontal plane. These dendrites remain, for the most part, within the limits of layer V. We refer to this second category as horizontal cells (Fig. 1B). The rest of the labeled layer V cells (n = 9) were distinct from pyramidal and horizontal cell types in that they typically had a multipolar dendritic arborization and polymorphic somatic cell shape. We named this category polymorphic cells (Fig. 1C).""","p459, right mid",x171:x187 = 15:9,LIV-V Pyramidal-Horizontal = 15; LV-VI Pyramidal Polymorphic = 9,Hamam - MEC,,,,10713573,0,rats,Long Evans,,
906062,6021,LEC-L5 LV Deep Pyramidal,x183,"""Briefly, most neurons (n = 21) were with pyramidal cells, with a typical apical dendrite that extended to layer I and a profuse basal dendritic tree that extended mainly into layers V and VI (Fig. 1A,B). We also found a second, far less numerous (n = 4) group of cells that also had an ascending dendrite that extended to layer I. However, in the basal dendritic tree had a horizontal axis of orientation parallel to layer V. We named this group ""horizontal"".""","p47, right bot",x183:x173=21:4,LV Deep Pyramidal lec5 = 21; LIV-V Pyramidal-Horizontal in lec5 = 4,Hamam - LEC,,,,12209840,0,rats,Long Evans,,
906064,6085,LEC-L5 LIV-V Pyramidal-Horizontal,x173,"""Briefly, most neurons (n = 21) were with pyramidal cells, with a typical apical dendrite that extended to layer I and a profuse basal dendritic tree that extended mainly into layers V and VI (Fig. 1A,B). We also found a second, far less numerous (n = 4) group of cells that also had an ascending dendrite that extended to layer I. However, in the basal dendritic tree had a horizontal axis of orientation parallel to layer V. We named this group ""horizontal"".""","p47, right bot",x183:x173=21:4,LV Deep Pyramidal lec5 = 21; LIV-V Pyramidal-Horizontal in lec5 = 4,Hamam - LEC,,,,12209840,0,rats,Long Evans,,
906066,6040,MEC-L3 MEC LIII Superficial Multipolar Interneuron,x196,"""In control gamma conditions, fast-spiking, basket-like mEC interneurons with cell bodies in LII (Fig. 1A) generated action potentials at a rate of 40 +/- 2 Hz (n = 9), with action potentials phase locked to the peak negativity in the concurrently recorded field (Fig. 1B). ... They had a goblet-like shape and generated outputs in bursts of 3-8 spikes with interspike intervals corresponding to theta frequencies (122 +/- 17 ms). Overall mean spike rates were 3 +/- 1 Hz (n = 7), with a mean resting membrane potential of -55 +/- 1 mV (n = 7).""","p18573, right top; right mid",x196:x191 = 7:9,LIII Superficial Multipolar Interneuron = 7; LII Basket = 9,Middleton,,,,18997013,0,rats,Wistar,,
906068,6096,MEC-L2 MEC LII Basket,x191,"""In control gamma conditions, fast-spiking, basket-like mEC interneurons with cell bodies in LII (Fig. 1A) generated action potentials at a rate of 40 +/- 2 Hz (n = 9), with action potentials phase locked to the peak negativity in the concurrently recorded field (Fig. 1B). ... They had a goblet-like shape and generated outputs in bursts of 3-8 spikes with interspike intervals corresponding to theta frequencies (122 +/- 17 ms). Overall mean spike rates were 3 +/- 1 Hz (n = 7), with a mean resting membrane potential of -55 +/- 1 mV (n = 7).""","p18573, right top; right mid",x196:x191 = 7:9,LIII Superficial Multipolar Interneuron = 7; LII Basket = 9,Middleton,,,,18997013,0,rats,Wistar,,
