Parent,Concept,Term,Resource Rank,Resource,Portal,Repository,Unique ID,Definition Link,Definition,protein_gene,human_rat,control
term_hippocampome_evidence,stratum,stratum,3,TheFreeDictionary,TheFreeDictionary,Medical Dictionary,stratum,http://medical-dictionary.thefreedictionary.com/stratum,"1) A horizontal layer of material, especially one of several parallel layers arranged one on top of another. 2) Any of the layers of differentiated tissue forming an anatomical structure.",,,
term_hippocampome_evidence,stratum radiatum,stratum radiatum,1,Neurolex,NIF,Neurolex,birnlex_1298,http://neurolex.org/wiki/Category:Stratum_radiatum,"Layer of the hippocampus lying just superficial to the stratum lucidum in CA3 and the pyramidal cell layer in CA1 and CA2 defined by the the location of CA3 to CA3 associational fibers and the Schaffer collaterals in area CA1.  Adapted from Paxinos, G. The rat central nervous system, 2nd ed, Academic Press, San Diego, 1995, pg. 460)",,,
term_hippocampome_evidence,streptavidin,streptavidin,1,MeSH,NIH,MeSH,D019809,https://www.nlm.nih.gov/cgi/mesh/2016/MB_cgi?mode=&term=Streptavidin&field=entry,"A 60-kDa extracellular protein of Streptomyces avidinii with four high-affinity biotin binding sites. Unlike AVIDIN, streptavidin has a near neutral isoelectric point and is free of carbohydrate side chains.",,,
term_petilla_molecular,Structural Proteins,Structural Proteins,1,BIOPORTAL,BIOPORTAL,"Read Codes, Clinical Terms Version 3",Xa9wh,http://bioportal.bioontology.org/visualize/42295/?conceptid=Xa9wh,,P,H - R,
term_petilla_molecular,Structural Proteins,Structural Proteins,1,BIOPORTAL,BIOPORTAL,SNOMED Clinical Terms,304381003,http://bioportal.bioontology.org/visualize/44777/?conceptid=304381003,,P,H - R,
term_hippocampome_morphology,SUB,SUB,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,SUB,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=502&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=6,Subiculum,,,
term_hippocampome_type,SUB Axo-axonic,SUB Axo-axonic,1,Hippocampome.org,CNG,Hippocampome.org,SUB Axo-axonic,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ SUB:SP ], dendrites in [ SUB:SM ], and soma in [ SUB:SM or SUB:SP ].",,,
term_hippocampome_type_synonym,SUB Axo-axonic,subicular chandelier cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB Axo-axonic,http://hippocampome.org/formal-typedefs,"Inhibitory neuron with axons in [ SUB:SP ], dendrites in [ SUB:SM ], and soma in [ SUB:SM or SUB:SP ].",,,
term_hippocampome_type,SUB CA1-Projecting Pyramidal,SUB CA1-Projecting Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,SUB CA1-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ CA1:SLM CA1:SR CA1:SP SUB:SM SUB:SP SUB:PL ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB CA1-Projecting Pyramidal,subicular pyramidal cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB CA1-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ CA1:SLM CA1:SR CA1:SP SUB:SM SUB:SP SUB:PL ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB CA1-Projecting Pyramidal,subicular pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,SUB CA1-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ CA1:SLM CA1:SR CA1:SP SUB:SM SUB:SP SUB:PL ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type,SUB EC-Projecting Pyramidal,SUB EC-Projecting Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,burst firing subicular neuron,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,deep subicular cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,regular spiking subicular neuron,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,subicular bursting cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,subicular IB cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,subicular intrinsic bursting neuron,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,subicular principal cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,subicular pyramidal cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,subicular pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,subicular RB cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,subicular regular spiking cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_type_synonym,SUB EC-Projecting Pyramidal,superficial subicular cell,1,Hippocampome.org,CNG,Hippocampome.org,SUB EC-Projecting Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ SUB:SM SUB:SP SUB:PL EC:IV EC:V EC:VI ], dendrites in [ SUB:SM SUB:SP ], and soma in [ SUB:SP ].",,,
term_hippocampome_molecular_marker,Sub P,PPTA,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:98474",http://amigo.geneontology.org/amigo/gene_product/MGI:MGI:98474,"Symbol:Tac1; Name(s):tachykinin 1; Type:protein; Taxon:Mus musculus; Synonyms:4930528L02Rik,neurokinin 1,neurokinin A,NK1,NK-1,Nkna,PPTA,PPT-A,preprotachykinin A,SP,substance P",,,
term_hippocampome_molecular_marker,Sub P,Sub P,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:98474",http://amigo.geneontology.org/amigo/gene_product/MGI:MGI:98474,"Symbol:Tac1; Name(s):tachykinin 1; Type:protein; Taxon:Mus musculus; Synonyms:4930528L02Rik,neurokinin 1,neurokinin A,NK1,NK-1,Nkna,PPTA,PPT-A,preprotachykinin A,SP,substance P",,,
term_hippocampome_molecular_marker,Sub P Rec,Sub P Rec,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:98475",http://amigo.geneontology.org/amigo/gene_product/MGI:MGI:98475,"Symbol:Tacr1; Name(s):tachykinin receptor 1; Type:protein; Taxon:Mus musculus; Synonyms:neurokinin receptor 1,NK-1R,NK1-R,NK1 receptor,SPr,substance p receptor,Tac1r",,,
term_hippocampome_morphology,SUB:PL,SUB:PL,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,SUBd-sr,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=837&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Subiculum, dorsal part, stratum radiatum",,,
term_hippocampome_morphology,SUB:SM,SUB:SM,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,SUBd-m,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=829&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Subiculum, dorsal part, molecular layer",,,
term_hippocampome_morphology,SUB:SP,SUB:SP,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,SUBd-sp,http://atlas.brain-map.org/#atlas=1&plate=100960041&structure=845&x=4593.8671875&y=3595.199951171875&zoom=-3&resolution=16.75&z=5,"Subiculum, dorsal part, pyramidal layer",,,
term_hippocampome_evidence,subcellular,subcellular,1,Neurolex,NIF,Neurolex,nlx_subcell_100315,http://neurolex.org/wiki/Category:Subcellular_entity,"Entity derived from a cell or cells. The anatomical scale of these objects roughly corresponds to that which would be visible in high resolution light microscopy or conventional electron microscopy, e.g., nanometers to microns. Example: mitochondrion, dendrite, extracellular matrix.",,,
term_hippocampome_evidence,subgranular zone,subgranular zone,2,Scholarpedia,Scholarpedia,Article,Adult_neurogenesis,http://www.scholarpedia.org/article/Adult_neurogenesis,the subgranular zone (SGZ) of the dentate gyrus (DG) where new granule cells become integrated into the local neuronal network,,,
term_hippocampome_evidence,subicular complex,subicular complex,1,Neurolex,NIF,Neurolex,birnlex_944,http://neurolex.org/wiki/Category:Subicular_complex,"A composite structure of the temporal lobe that includes the subiculum, the presubiculum and the parasubicular area (Amaral-90)",,,
term_hippocampome_evidence,subpopulation,subpopulation,2,Merriam-Webster Medical,Merriam-Webster,Medical,subpopulation,http://www.merriam-webster.com/medical/subpopulation,an identifiable fraction or subdivision of a population,,,
term_hippocampome_evidence,subregion,subregion,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,subregion,http://www.merriam-webster.com/dictionary/subregion,a subdivision of a region,,,
term_hippocampome_evidence,subtype,subtype,2,Merriam-Webster Medical,Merriam-Webster,Medical,subtype,http://www.merriam-webster.com/medical/subtype,a type that is subordinate to or included in another type,,,
term_hippocampome_evidence,subunit,subunit,2,Merriam-Webster Medical,Merriam-Webster,Medical,subunit,http://www.merriam-webster.com/medical/subunit,a unit that forms a discrete part of a more comprehensive unit <subunits of a protein>,,,
term_hippocampome_evidence,sufficient,sufficient,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,sufficient,http://www.merriam-webster.com/dictionary/sufficient,having or providing as much as is needed,,,
term_hippocampome_evidence,superficial,superficial,1,Neurolex,NIF,Neurolex,PATO_0001665,http://neurolex.org/wiki/Category:Superficial,Located near a surface.,,,
term_hippocampome_evidence,superimpose,superimpose,3,Merriam-Webster Dictionary,Merriam-Webster,Dictionary,superimpose,http://www.merriam-webster.com/dictionary/superimpose,to place or lay over or above something <superimposed images>,,,
term_hippocampome_evidence,supplement,supplement,2,Merriam-Webster Medical,Merriam-Webster,Medical,supplement,http://www.merriam-webster.com/medical/supplement,something that completes or makes an addition,,,
term_hippocampome_evidence,supplementary,supplemental,2,Merriam-Webster Medical,Merriam-Webster,Medical,supplemental,http://www.merriam-webster.com/medical/supplemental,serving to supplement : supplementary,,,
term_hippocampome_evidence,supplementary,supplementary,2,Merriam-Webster Medical,Merriam-Webster,Medical,supplementary,http://www.merriam-webster.com/medical/supplementary,added or serving as a supplement,,,
term_hippocampome_evidence,suprapyramidal blade,suprapyramidal blade,2,Allen Brain Atlas,Allen Brain Atlas,Reference Atlases,lateral blade (suprapyramidal portion),http://community.brain-map.org/download/attachments/798/DG.pdf?version=1,"Description of Structure: The dentate gyrus (DG) is a substructure of the hippocampal formation. In most coronal and sagittal views, the dentate gyrus appears as a V-shaped structure enveloping the end of the pyramidal cells of CA3. The dentate gyrus is composed of three regions: crest, lateral blade (suprapyramidal portion) and medial blade (infrapyramidal portion). In the coronal view, the medial blade appears first rostrally, while the lateral blade appears superior and more caudal to the medial blade. Continuing caudally, the blades meet and form a V-shaped structure. At the most caudal aspect of the hippocampus, the medial and lateral blades join at each end to form the crest.",,,
term_hippocampome_evidence,suprathreshold,suprathreshold,2,Merriam-Webster Medical,Merriam-Webster,Medical,suprathreshold,http://www.merriam-webster.com/medical/suprathreshold,of sufficient strength or quantity to produce a perceptible physiological effect <suprathreshold stimuli>,,,
term_hippocampome_evidence,symmetrical chemical synapse,symmetrical chemical synapse,1,Neurolex,NIF,NeuroLex,sao1583093969,http://neurolex.org/wiki/Category:Symmetrical_Chemical_Synapse_Quality,Type of chemical synapse characterized by a thin post-synaptic density relatively equal in density to the pre-synaptic specialization giving the junction a symmetric appearance. This type of synapse is also characterized by flattened or pleiomorphic vesicles in the pre-synaptic terminal when fixed with aldehydes.,,,
term_petilla_morphological,symmetrical chemical synapse,Axon - Boutons - Ultrastructure - Type of synapse (e.g. symmetric/asymmetric),1,Neurolex,NIF,Neurolex,sao1583093969,http://neurolex.org/wiki/Category:Symmetrical_Chemical_Synapse_Quality,Type of chemical synapse characterized by a thin post-synaptic density relatively equal in density to the pre-synaptic specialization giving the junction a symmetric appearance. This type of synapse is also characterized by flattened or pleiomorphic vesicles in the pre-synaptic terminal when fixed with aldehydes.,,,
term_hippocampome_evidence,synapse,contact,1,Neurolex,NIF,Neurolex,GO:0045202,http://neurolex.org/wiki/Category:Synapse,"The junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell; the site of interneuronal communication. As the nerve fiber approaches the synapse it enlarges into a specialized structure, the presynaptic nerve ending, which contains mitochondria and synaptic vesicles. At the tip of the nerve ending is the presynaptic membrane; facing it, and separated from it by a minute cleft (the synaptic cleft) is a specialized area of membrane on the receiving cell, known as the postsynaptic membrane. In response to the arrival of nerve impulses, the presynaptic nerve ending secretes molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane (Gene Ontology).",,,
