Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Protocol_tag,FTQ_ID,Figure/Table,Quote reference id,Interpretation notes figures
"Allene C, Picardo M, Becq H, Miyoshi G, Fishell G, Cossart R.","Dynamic Changes in Interneuron Morphophysiological
Properties Mark the Maturation of Hippocampal Network
Activity",Journal of Neuroscience,2012,22573691,2014,APampl,06,Allene-Cossart-2012-6688-JNeurosci-Tab1-Cell2014-APampl.jpeg,,20100,ephys_table,201406369120100,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Allene C, Picardo M, Becq H, Miyoshi G, Fishell G, Cossart R.","Dynamic Changes in Interneuron Morphophysiological
Properties Mark the Maturation of Hippocampal Network
Activity",Journal of Neuroscience,2012,22573691,2014,APwidth,07,Allene-Cossart-2012-6688-JNeurosci-Tab1-Cell2014-APwidth.jpeg,,20100,ephys_table,201407369120100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Allene C, Picardo M, Becq H, Miyoshi G, Fishell G, Cossart R.","Dynamic Changes in Interneuron Morphophysiological
Properties Mark the Maturation of Hippocampal Network
Activity",Journal of Neuroscience,2012,22573691,2014,Rin,02,Allene-Cossart-2012-6688-JNeurosci-Tab1-Cell2014-Rin.jpeg,,20100,ephys_table,201402369120100,
"Allene C, Picardo M, Becq H, Miyoshi G, Fishell G, Cossart R.","Dynamic Changes in Interneuron Morphophysiological
Properties Mark the Maturation of Hippocampal Network
Activity",Journal of Neuroscience,2012,22573691,2014,Vrest,01,Allene-Cossart-2012-6688-JNeurosci-Tab1-Cell2014-Vrest.jpeg,,20100,ephys_table,201401369120100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Allene C, Picardo M, Becq H, Miyoshi G, Fishell G, Cossart R.","Dynamic Changes in Interneuron Morphophysiological
Properties Mark the Maturation of Hippocampal Network
Activity",Journal of Neuroscience,2012,22573691,2014,Vthresh,04,Allene-Cossart-2012-6688-JNeurosci-Tab1-Cell2014-Vthresh.jpeg,,20100,ephys_table,201404369120100,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Buckmaster P, Strowbridge B, Schwartzkroin P.","A Comparison of Rat Hippocampal Mossy Cells and CA3c 
Pyramidal Cells ",The Journal of Physiology,1993,8283200,2115,APampl,06,Buckmaster-Schwartzkroin-1993-1281-JNeurophysiol-Tab3-Cell2115-APampl.jpeg,,20300,ephys_table,211506320020300,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Buckmaster P, Strowbridge B, Schwartzkroin P.","A Comparison of Rat Hippocampal Mossy Cells and CA3c 
Pyramidal Cells ",The Journal of Physiology,1993,8283200,2115,APwidth,07,Buckmaster-Schwartzkroin-1993-1281-JNeurophysiol-Tab3-Cell2115-APwidth.jpeg,,20300,ephys_table,211507320020300,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Buckmaster P, Strowbridge B, Schwartzkroin P.","A Comparison of Rat Hippocampal Mossy Cells and CA3c 
Pyramidal Cells ",The Journal of Physiology,1993,8283200,2115,Rin,02,Buckmaster-Schwartzkroin-1993-1281-JNeurophysiol-Tab3-Cell2115-Rin.jpeg,,20300,ephys_table,211502320020300,
"Buckmaster P, Strowbridge B, Schwartzkroin P.","A Comparison of Rat Hippocampal Mossy Cells and CA3c 
Pyramidal Cells ",The Journal of Physiology,1993,8283200,2115,tau,03,Buckmaster-Schwartzkroin-1993-1281-JNeurophysiol-Tab3-Cell2115-tau.jpeg,,20300,ephys_table,211503320020300,
"Buckmaster P, Strowbridge B, Schwartzkroin P.","A Comparison of Rat Hippocampal Mossy Cells and CA3c 
Pyramidal Cells ",The Journal of Physiology,1993,8283200,2115,Vrest,01,Buckmaster-Schwartzkroin-1993-1281-JNeurophysiol-Tab3-Cell2115-Vrest.jpeg,,20300,ephys_table,211501320020300,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4100,APwidth,07,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4100-APwidth.jpeg,,20100,ephys_table,410007563920100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4100,fAHP,05,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4100-fAHP.jpeg,,20100,ephys_table,410005563920100,
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4100,maxFR,08,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4100-maxFR.jpeg,,20100,ephys_table,410008563920100,
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4100,Rin,02,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4100-Rin.jpeg,,20100,ephys_table,410002563920100,
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4100,tau,03,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4100-tau.jpeg,,20100,ephys_table,410003563920100,
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4107,APwidth,07,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4107-APwidth.jpeg,,20100,ephys_table,410707563920100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4107,fAHP,05,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4107-fAHP.jpeg,,20100,ephys_table,410705563920100,
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4107,maxFR,08,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4107-maxFR.jpeg,,20100,ephys_table,410708563920100,
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4107,Rin,02,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4107-Rin.jpeg,,20100,ephys_table,410702563920100,
"Cea-del Rio C, Lawrence J, Erdelyi F, Szabo G, McBain C.",Cholinergic modulation amplifies the intrinsic oscillatory properties of CA1 hippocampal cholecystokinin-positive interneurons,The Journal of Physiology,2011,21115639,4107,tau,03,CeadelRio-McBain-2011-609-JPhysiol-Tab1-Cell4107-tau.jpeg,,20100,ephys_table,410703563920100,
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ","""Dual origins of functionally distinct O-LM interneurons 
revealed by differential 5-HT3AR expression""",Nature Neuroscience,2013,24097043,4187,APampl,06,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Tab1-Cell4187-APampl.jpeg,,20100,ephys_table,418706704320100,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ","""Dual origins of functionally distinct O-LM interneurons 
revealed by differential 5-HT3AR expression""",Nature Neuroscience,2013,24097043,4187,fAHP,05,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Tab1-Cell4187-fAHP.jpeg,,20100,ephys_table,418705704320100,
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ","""Dual origins of functionally distinct O-LM interneurons 
revealed by differential 5-HT3AR expression""",Nature Neuroscience,2013,24097043,4187,Rin,02,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Tab1-Cell4187-Rin.jpeg,,20100,ephys_table,418702704320100,
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ","""Dual origins of functionally distinct O-LM interneurons 
revealed by differential 5-HT3AR expression""",Nature Neuroscience,2013,24097043,4187,tau,03,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Tab1-Cell4187-tau.jpeg,,20100,ephys_table,418703704320100,
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ","""Dual origins of functionally distinct O-LM interneurons 
revealed by differential 5-HT3AR expression""",Nature Neuroscience,2013,24097043,4187,Vrest,01,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Tab1-Cell4187-Vrest.jpeg,,20100,ephys_table,418701704320100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Chittajallu R, Craig MT, McFarland A, Yuan X, Gerfen S, Tricoire L, Erkkila B, Barron SC, Lopez CM, Liang BJ, Jeffries BW, Pelkey KA, McBain CJ","""Dual origins of functionally distinct O-LM interneurons 
revealed by differential 5-HT3AR expression""",Nature Neuroscience,2013,24097043,4187,Vthresh,04,Chittajallu-McBain-2013-1598-v16-NatNeurosci-Tab1-Cell4187-Vthresh.jpeg,,20100,ephys_table,418704704320100,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Esposito S, Piatti V, Laplagne D, Morgenstern N, Ferrari C, Pitossi F, Schinder A.",Neuronal Differentiation in the Adult Hippocampus Recapitulates Embryonic Development,The Journal of Neuroscience,2005,16267214,1047,APampl,06,Esposito-Schinder-2005-10074-v25-n44-JNeurosci-Tab1-Cell1047-APampl.jpeg,,20100,ephys_table,104706721420100,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Esposito S, Piatti V, Laplagne D, Morgenstern N, Ferrari C, Pitossi F, Schinder A.",Neuronal Differentiation in the Adult Hippocampus Recapitulates Embryonic Development,The Journal of Neuroscience,2005,16267214,1047,Rin,02,Esposito-Schinder-2005-10074-v25-n44-JNeurosci-Tab1-Cell1047-Rin.jpeg,,20100,ephys_table,104702721420100,
"Esposito S, Piatti V, Laplagne D, Morgenstern N, Ferrari C, Pitossi F, Schinder A.",Neuronal Differentiation in the Adult Hippocampus Recapitulates Embryonic Development,The Journal of Neuroscience,2005,16267214,1047,Vrest,01,Esposito-Schinder-2005-10074-v25-n44-JNeurosci-Tab1-Cell1047-Vrest.jpeg,,20100,ephys_table,104701721420100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6113,APampl,06,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6113-APampl.jpeg,,20200,ephys_table,611306996120200,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6113,APwidth,07,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6113-APwidth.jpeg,,20200,ephys_table,611307996120200,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6113,Rin,02,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6113-Rin.jpeg,,20200,ephys_table,611302996120200,
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6113,tau,03,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6113-tau.jpeg,,20200,ephys_table,611303996120200,
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6113,Vrest,01,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6113-Vrest.jpeg,,20200,ephys_table,611301996120200,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6113,Vthresh,04,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6113-Vthresh.jpeg,,20200,ephys_table,611304996120200,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6053,APampl,06,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6053-APampl.jpeg,,20200,ephys_table,605306996120200,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6053,APwidth,07,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6053-APwidth.jpeg,,20200,ephys_table,605307996120200,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6053,Rin,02,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6053-Rin.jpeg,,20200,ephys_table,605302996120200,
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6053,tau,03,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6053-tau.jpeg,,20200,ephys_table,605303996120200,
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6053,Vrest,01,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6053-Vrest.jpeg,,20200,ephys_table,605301996120200,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Ferrante M, Tahvildari B, Duque A, Hadzipasic M, Salkoff D, et al.",Distinct Functional Groups Emerge from the Intrinsic Properties of Molecularly Identified Entorhinal Interneurons and Principal Cells,Cerebral Cortex,2017,27269961,6053,Vthresh,04,Ferrante-McCormick-2017-3186-v27-CerebCortex-Tab2-Cell6053-Vthresh.jpeg,,20200,ephys_table,605304996120200,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
