Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Neuron Type,Variable,Name of file containing figure,Reference_ID
Lister,,,,16983649,4093,SP IS RO-O,x97,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,903932
Lister 2006,,,,16983649,1002,H Mossy,x4,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,900506
Lister 2006,,,,16983649,1009,H HICAP,x11,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,900512
Lister 2006,,,,16983649,1013,H HIPP,x13,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,900514
Lister 2006,,,,16983649,1026,H HIPROM,x15,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,900516
Lister 2006,,,,16983649,1027,H AIPRIM,x6,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,900510
Lister 2006,,,,16983649,1041,H Hilar Ectopic Granule,x2,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,900504
Lister 2006,,,,16983649,1043,H Mossy MOLDEN,x5,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,900508
Lister 2006,,,,16983649,5001,Sub-EC SP,x133,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,905340
Lister 2006,,,,16983649,5005,Sub-CA1 SP,x134,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,905342
Lister 2006,,,,16983649,5XXX,sp-ins,x135,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,905344
Lister 2006,,,,16983649,5XXX,sm-ins,x136,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,905346
"Lister et al., 2006",,,,16983649,2000,CA3 Pyramidal SP,x23,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901542
"Lister et al., 2006",,,,16983649,2004,CA3c Pyramidal SP,x24,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901544
"Lister et al., 2006",,,,16983649,2028,CA3 Axo-axonic SP,x28,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901546
"Lister et al., 2006",,,,16983649,2035,Mossy Fiber-Associated ORDEN SP,x48,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901556
"Lister et al., 2006",,,,16983649,2043,CA3 Basket SP,x30,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901548
"Lister et al., 2006",,,,16983649,2044,CA3 Basket CCK+ SP,x31,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901550
"Lister et al., 2006",,,,16983649,2045,CA3 Bistratified SP,x33,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901552
"Lister et al., 2006",,,,16983649,2049,CA3 QuadD-LM SP,x52,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901558
"Lister et al., 2006",,,,16983649,2402,CA3 Interneuron Specific Quad SP,x36,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901554
"Lister et al., 2006",,,,16983649,3000,CA2 Pyramidal SP,x59,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901560
"Lister et al., 2006",,,,16983649,3003,CA2 Bistratified SP,x62,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901566
"Lister et al., 2006",,,,16983649,3006,CA2 Basket SP,x60,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901562
"Lister et al., 2006",,,,16983649,3007,CA2 Wide-Arbor Basket SP,x61,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901564
"Lister et al., 2006",,,,16983649,3008,CA2 SP-SR SP,x63,Lister-Rosene-2006-946-v16-Hippocampus-Tab1.jpeg,901568
Liu,,,,24453325,1005,SG MOLAX,x17,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900760
Liu,,,,24453325,1005,SG MOLAX,x17,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900744
Liu,,,,24453325,1005,SG MOLAX,x17,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900808
Liu,,,,24453325,1005,SG MOLAX,x17,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900792
Liu,,,,24453325,1005,SG MOLAX,x17,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900776
Liu,,,,24453325,1006,SG Outer Molecular Layer,x21,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900794
Liu,,,,24453325,1006,SG Outer Molecular Layer,x21,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900810
Liu,,,,24453325,1006,SG Outer Molecular Layer,x21,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900746
Liu,,,,24453325,1006,SG Outer Molecular Layer,x21,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900778
Liu,,,,24453325,1006,SG Outer Molecular Layer,x21,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900762
Liu,,,,24453325,1009,H HICAP,x11,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900736
Liu,,,,24453325,1009,H HICAP,x11,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900800
Liu,,,,24453325,1009,H HICAP,x11,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900768
Liu,,,,24453325,1009,H HICAP,x11,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900784
Liu,,,,24453325,1009,H HICAP,x11,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900752
Liu,,,,24453325,1009,SG HICAP,x12,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900786
Liu,,,,24453325,1009,SG HICAP,x12,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900802
Liu,,,,24453325,1009,SG HICAP,x12,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900770
Liu,,,,24453325,1009,SG HICAP,x12,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900754
Liu,,,,24453325,1009,SG HICAP,x12,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900738
Liu,,,,24453325,1013,H HIPP,x13,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900804
Liu,,,,24453325,1013,H HIPP,x13,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900756
Liu,,,,24453325,1013,H HIPP,x13,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900788
Liu,,,,24453325,1013,H HIPP,x13,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900740
Liu,,,,24453325,1013,H HIPP,x13,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900772
Liu,,,,24453325,1013,SG HIPP,x14,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900774
Liu,,,,24453325,1013,SG HIPP,x14,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900758
Liu,,,,24453325,1013,SG HIPP,x14,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900742
Liu,,,,24453325,1013,SG HIPP,x14,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900790
Liu,,,,24453325,1013,SG HIPP,x14,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900806
Liu,,,,24453325,1027,H AIPRIM,x6,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900748
Liu,,,,24453325,1027,H AIPRIM,x6,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900780
Liu,,,,24453325,1027,H AIPRIM,x6,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900796
Liu,,,,24453325,1027,H AIPRIM,x6,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900732
Liu,,,,24453325,1027,H AIPRIM,x6,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900764
Liu,,,,24453325,1035,SG DG Basket,x8,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900798
Liu,,,,24453325,1035,SG DG Basket,x8,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900766
Liu,,,,24453325,1035,SG DG Basket,x8,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900782
Liu,,,,24453325,1035,SG DG Basket,x8,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900750
Liu,,,,24453325,1035,SG DG Basket,x8,Liu-Lien-2014-1344-v34-n4-JNeurosci-Fig2F.jpeg,900734
Mercer,,,,17611285,4078,SP Basket,x79,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,903018
Mercer,,,,17611285,4079,SP Basket CCK+,x81,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,903020
Mercer,,,,17611285,4080,SP Bistratified,x86,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,903022
Mercer 2007,,,,17611285,3003,CA2 Bistratified SP,x62,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901956
Mercer 2007,,,,17611285,3003,CA2 Bistratified SP,x62,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901962
Mercer 2007,,,,17611285,3003,CA2 Bistratified SP,x62,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901968
Mercer 2007,,,,17611285,3006,CA2 Basket SP,x60,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901952
Mercer 2007,,,,17611285,3006,CA2 Basket SP,x60,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901958
Mercer 2007,,,,17611285,3006,CA2 Basket SP,x60,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901964
Mercer 2007,,,,17611285,3007,CA2 Wide-Arbor Basket SP,x61,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901954
Mercer 2007,,,,17611285,3007,CA2 Wide-Arbor Basket SP,x61,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901960
Mercer 2007,,,,17611285,3007,CA2 Wide-Arbor Basket SP,x61,Mercer-Thomson-2007-7329-v27-n27-JNeurosci-Tab1.jpeg,901966
Mercer 2012,,,,20882544,3006,CA2 Basket SP,x60,Mercer-Thomson-2012-43-v22-Hippocampus-Tab1.jpeg,901970
Mercer 2012,,,,20882544,3007,CA2 Wide-Arbor Basket SP,x61,Mercer-Thomson-2012-43-v22-Hippocampus-Tab1.jpeg,901972
Mercer 2012 - 2,,,,22431345,3003,CA2 Bistratified SP,x62,Mercer-Thomson-2012-1758-v22-Hippocampus-Tab1.jpeg,901974
Mercer 2012 - 2,,,,22431345,3008,CA2 SP-SR SP,x63,Mercer-Thomson-2012-1758-v22-Hippocampus-Tab1.jpeg,901976
Mulders,,,,9268118,4000,SP Pyramidal,x69,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903790
Mulders,,,,9268118,4013,SP Radial Trilaminar,x131,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903818
Mulders,,,,9268118,4020,SP IS O-Targeting,x94,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903808
Mulders,,,,9268118,4022,SP IS LMO-O,x87,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903804
Mulders,,,,9268118,4036,SP Axo-axonic,x75,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903794
Mulders,,,,9268118,4039,SP Horizontal Basket,x84,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903800
Mulders,,,,9268118,4054,SP Radiatum Giant,x72,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903792
Mulders,,,,9268118,4056,SP IS LMR-R,x91,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903806
Mulders,,,,9268118,4066,SP OR-LM,x114,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903816
Mulders,,,,9268118,4078,SP Basket,x79,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903796
Mulders,,,,9268118,4079,SP Basket CCK+,x81,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903798
Mulders,,,,9268118,4080,SP Bistratified,x86,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903802
Mulders,,,,9268118,4081,SP Ivy,x100,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903814
Mulders,,,,9268118,4091,SP IS R-O,x96,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903810
Mulders,,,,9268118,4093,SP IS RO-O,x97,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,903812
Mulders 1997,,,,9268118,1002,H Mossy,x4,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,900478
Mulders 1997,,,,9268118,1009,H HICAP,x11,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,900484
Mulders 1997,,,,9268118,1013,H HIPP,x13,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,900486
Mulders 1997,,,,9268118,1026,H HIPROM,x15,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,900488
Mulders 1997,,,,9268118,1027,H AIPRIM,x6,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,900482
Mulders 1997,,,,9268118,1041,H Hilar Ectopic Granule,x2,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,900476
Mulders 1997,,,,9268118,1043,H Mossy MOLDEN,x5,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,900480
Mulders 1997,,,,9268118,5001,Sub-EC SP,x133,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,905332
Mulders 1997,,,,9268118,5005,Sub-CA1 SP,x134,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,905334
Mulders 1997,,,,9268118,5XXX,sp-ins,x135,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,905336
Mulders 1997,,,,9268118,5XXX,sm-ins,x136,Mulders-Slomianka-1997-83-v385-JCompNeurol-Tab1.jpeg,905338
Murakami,,,,29507408,3000,CA2 Pyramidal SP,x59,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,901996
Murakami,,,,29507408,3003,CA2 Bistratified SP,x62,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,902002
Murakami,,,,29507408,3006,CA2 Basket SP,x60,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,901998
Murakami,,,,29507408,3007,CA2 Wide-Arbor Basket SP,x61,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,902000
Murakami,,,,29507408,3008,CA2 SP-SR SP,x63,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,902004
Murakami,,,,29507408,4000,SP Pyramidal,x69,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903578
Murakami,,,,29507408,4000,SR Pyramidal,x70,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903608
Murakami,,,,29507408,4003,SR Quadrilaminar,x119,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903636
Murakami,,,,29507408,4003,SLM Quadrilaminar,x120,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903536
Murakami,,,,29507408,4004,SR LMR Projecting,x104,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903628
Murakami,,,,29507408,4004,SLM LMR Projecting,x105,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903528
Murakami,,,,29507408,4005,SR LMR,x102,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903626
Murakami,,,,29507408,4005,SLM LMR,x103,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903526
Murakami,,,,29507408,4006,SR Perforant-Path Associated,x116,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903632
Murakami,,,,29507408,4006,SLM Perforant-Path Associated,x117,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903534
Murakami,,,,29507408,4011,SLM Neurogliaform Projecting,x107,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903532
Murakami,,,,29507408,4012,SLM Neurogliaform,x106,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903530
Murakami,,,,29507408,4013,SP Radial Trilaminar,x131,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903606
Murakami,,,,29507408,4013,SR Radial Trilaminar,x132,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903648
Murakami,,,,29507408,4015,SR Schaffer Collateral-Associated,x124,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903642
Murakami,,,,29507408,4015,SLM Schaffer Collateral-Associated,x125,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903540
Murakami,,,,29507408,4020,SP IS O-Targeting,x94,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903596
Murakami,,,,29507408,4020,SR IS O-Targeting,x95,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903620
Murakami,,,,29507408,4021,SR IS LM-R,x89,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903616
Murakami,,,,29507408,4021,SLM IS LM-R,x90,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903524
Murakami,,,,29507408,4022,SP IS LMO-O,x87,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903592
Murakami,,,,29507408,4022,SR IS LMO-O,x88,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903614
Murakami,,,,29507408,4023,SO Back-Projection,x77,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903546
Murakami,,,,29507408,4028,SR Radiatum,x121,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903638
Murakami,,,,29507408,4028,SLM Radiatum,x122,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903538
Murakami,,,,29507408,4031,SO IS O-R,x93,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903556
Murakami,,,,29507408,4033,SO SO-SO,x128,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903574
Murakami,,,,29507408,4035,SO Trilaminar,x130,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903576
Murakami,,,,29507408,4036,SO Axo-axonic,x74,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903542
Murakami,,,,29507408,4036,SP Axo-axonic,x75,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903582
Murakami,,,,29507408,4038,SO Horizontal Axo-axonic,x76,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903544
Murakami,,,,29507408,4039,SO Horizontal Basket,x83,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903552
Murakami,,,,29507408,4039,SP Horizontal Basket,x84,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903588
Murakami,,,,29507408,4041,SR Hippocampo-subicular Projecting ENK+,x129,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903646
Murakami,,,,29507408,4054,SP Radiatum Giant,x72,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903580
Murakami,,,,29507408,4054,SR Radiatum Giant,x73,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903610
Murakami,,,,29507408,4055,SO Oriens/Alveus,x111,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903566
Murakami,,,,29507408,4056,SP IS LMR-R,x91,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903594
Murakami,,,,29507408,4056,SR IS LMR-R,x92,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903618
Murakami,,,,29507408,4061,SR R-Receiving Apical-Targeting,x123,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903640
Murakami,,,,29507408,4066,SP OR-LM,x114,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903604
Murakami,,,,29507408,4066,SR OR-LM,x115,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903630
Murakami,,,,29507408,4068,SO Oriens-Bistratified Projecting,x113,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903570
Murakami,,,,29507408,4069,SO O-LM,x108,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903560
Murakami,,,,29507408,4076,SR Perforant-Path Associated QuadD,x118,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903634
Murakami,,,,29507408,4078,SO Basket,x78,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903548
Murakami,,,,29507408,4078,SP Basket,x79,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903584
Murakami,,,,29507408,4079,SO Basket CCK+,x80,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903550
Murakami,,,,29507408,4079,SP Basket CCK+,x81,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903586
Murakami,,,,29507408,4079,SR Basket CCK+,x82,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903612
Murakami,,,,29507408,4080,SO Bistratified,x85,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903554
Murakami,,,,29507408,4080,SP Bistratified,x86,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903590
Murakami,,,,29507408,4081,SP Ivy,x100,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903602
Murakami,,,,29507408,4081,SR Ivy,x101,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903624
Murakami,,,,29507408,4081,SO Ivy,x99,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903558
Murakami,,,,29507408,4083,SO Oriens-Bistratified,x112,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903568
Murakami,,,,29507408,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903572
Murakami,,,,29507408,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903644
Murakami,,,,29507408,4087,SO O-LMR,x110,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903564
Murakami,,,,29507408,4089,SO Recurrent O-LM,x109,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903562
Murakami,,,,29507408,4091,SP IS R-O,x96,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903598
Murakami,,,,29507408,4093,SP IS RO-O,x97,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903600
Murakami,,,,29507408,4093,SR IS RO-O,x98,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903622
Murakami,,,,29507408,4094,SLM Cajal-Retzius,x71,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,903522
Murakami,,,,29507408,5001,Sub-EC SP,x133,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,905322
Murakami,,,,29507408,5005,Sub-CA1 SP,x134,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,905324
Murakami,,,,29507408,5XXX,sp-ins,x135,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,905326
Murakami,,,,29507408,5XXX,sm-ins,x136,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,905320
Murakami 2018,,,,29507408,1000,SG Granule,x1,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900598
Murakami 2018,,,,29507408,1001,SMi Semilunar Granule,x3,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900572
Murakami 2018,,,,29507408,1002,H Mossy,x4,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900586
Murakami 2018,,,,29507408,1004,SG Total Molecular Layer,x22,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900614
Murakami 2018,,,,29507408,1005,SG MOLAX,x17,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900610
Murakami 2018,,,,29507408,1006,SG Outer Molecular Layer,x21,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900612
Murakami 2018,,,,29507408,1007,SMo DG Neurogliaform,x20,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900582
Murakami 2018,,,,29507408,1008,SMi MOPP,x18,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900578
Murakami 2018,,,,29507408,1008,SMo MOPP,x19,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900580
Murakami 2018,,,,29507408,1009,H HICAP,x11,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900592
Murakami 2018,,,,29507408,1009,SG HICAP,x12,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900606
Murakami 2018,,,,29507408,1010,SG Axo-Axonic,x7,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900600
Murakami 2018,,,,29507408,1013,H HIPP,x13,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900594
Murakami 2018,,,,29507408,1013,SG HIPP,x14,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900608
Murakami 2018,,,,29507408,1026,H HIPROM,x15,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900596
Murakami 2018,,,,29507408,1027,H AIPRIM,x6,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900590
Murakami 2018,,,,29507408,1035,SG DG Basket,x8,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900602
Murakami 2018,,,,29507408,1036,SMi DG Basket CCK+,x10,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900574
Murakami 2018,,,,29507408,1036,SG DG Basket CCK+,x9,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900604
Murakami 2018,,,,29507408,1040,SMi MOCAP,x16,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900576
Murakami 2018,,,,29507408,1041,H Hilar Ectopic Granule,x2,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900584
Murakami 2018,,,,29507408,1043,H Mossy MOLDEN,x5,Murakami-Ueda-2018-625-v21-NatNeurosci-TabS3.jpeg,900588
