Hippocampome Type,Unique ID,Supertype ID,Hippocampome Supertype,Cell Counts,Theta Phase,Theta Error,Theta Error Type,Theta N,MVL,MVL Error,MVL Error Type,MVL N,MVL category,Peak correction,LFP site,Shift to CA1:SP,Phase-CA1 (peak 0 deg),Phase-CA1 category,Gamma Phase,Gamma Error,Gamma Error Type,Gamma N,Gamma Peak,Epsilon Phase,Epsilon Error,Epsilon Error Type,Epsilon N,Epsilon Peak,Ripple Phase,Ripple Error,Ripple Error Type,Ripple N,Ripple Peak,SWR Ratio,SWR Ratio Error,SWR Ratio Error Type,SWR Ratio N,SWR Ratio category,Run/Stop Ratio,DS Ratio,DS Ratio Error,DS Ratio Error Type,DS Ratio N,Firing Rate,Firing Rate Error,Firing Rate Error Type,Firing Rate N,Firing Rate Rank,Firing Rate (non-baseline),Firing Rate Error (non-baseline),Firing Rate Error Type (non-baseline),Firing Rate N (non-baseline),Firing Rate Rank (non-baseline),Vrest (mV),Vrest Error (mV),Vrest Error Type,Vrest N,Tau (ms),Tau Error (ms),Tau Error Type,Tau N,APthresh (mV),APthresh Error (mV),APthresh Error Type,APthresh N,fAHP (mV),fAHP Error (mV),fAHP Error Type,fAHP N,APpeak-trough (ms),APpeak-trough Error (ms),APpeak-trough Error Type,APpeak-trough N,Authors,Title,Journal/Book,Year,PMID_or_ISBN,pmid_isbn_page,Figure/Table,Recording assignments,Recording_method,Species,Strain,Gender,Age,Age_type,Behavioral status,Data Mining Method,Comments,Metadata code,Metadata rank,Reference ID,
Sub (e)331p CA1-Projecting Pyramidal,5005,S040405,Glutamatergic PC:Pyramidal:Sub,,,,,,,,,,,,Sub:SP,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.25,SD,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,0,Tab 1 (baseline)@,tetrode recording of single cell assigned to 2 Hippocampome types,tetrode,mice,BALB/cJ,female,24-32 g,adult,"ketamine, xylazine, and acepromazine",read from text,theta phase distribution is highly dispersed; assume authors' ability to identify principal cells,mTAF7,30,"""5005111372120100""",5005111372120100
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,41.6708949,,,17,0.234039645,,,,directed,0,MEC:II,0,41.6708949,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray S, Naumann R, Burgalossi A, Tang Q, Schmidt H, Brecht M",Grid-layout and theta-modulation of layer 2 pyramidal neurons in medial entorhinal cortex,Science,2014,24457213,0,Fig 4J black line (theta mean)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-400 g,adult,freely moving,PlotDigitizer,CB-; strongly phase locked to trough of theta oscillation; assume authors' ability to identify principal cells,rJAU1,3,"""6003101721310410""",6003101721310410
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,MEC:II,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,1.5,SD,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray S, Naumann R, Burgalossi A, Tang Q, Schmidt H, Brecht M",Grid-layout and theta-modulation of layer 2 pyramidal neurons in medial entorhinal cortex,Science,2014,24457213,0,"text quote, p893 (CB- baseline)@",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-400 g,adult,freely moving,PlotDigitizer,CB-; strongly phase locked to trough of theta oscillation; assume authors' ability to identify principal cells,rJAU1,3,"""6003111721330000""",6003111721330000
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,62.12732488,197.862279,SD,22,0.254283636,,,,directed,0,MEC:II,0,62.12732488,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tang Q, Burgalossi A, Ebbesen CL, Ray S, Naumann R, Schmidt H, Spicher D, Brecht M",Pyramidal and stellate cell specificity of grid and border representations in layer 2 of medial entorhinal cortex,Neuron,2014,25482025,0,Tab S1 CB- (theta mean)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-250 g,adult,freely moving,read from table,converted from radians to degrees; assume authors' ability to identify principal cells,rJAU1,3,"""6003101202520100""",6003101202520100
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,152.277836,,,1,0.261435639,,,,directed,0,EC:III,0,152.277836,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig 3C line (theta mean)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6003101479310303""",6003101479310303
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,EC:III,0,,,,,,,,,,,,,,,,,,1.255623742,,,1,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig S2 (SWR ratio)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6003108479310200""",6003108479310200
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,EC:III,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.943038,,,1,3,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig S2 (FR SWR@),tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6003116479310201""",6003116479310201
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,EC:III,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.54746835,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig S2 (FR baseline)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6003111479310202""",6003111479310202
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,224.01016,,,1,,,,,,0,CA1:SP,0,224.01016,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,0,Fig S3 RUN (theta peak)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,unknown sex,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6003102227010300""",6003102227010300
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,134.5644,,,1,,,,,,0,CA1:SP,0,134.5644,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,0,Fig S3 (REM@ theta double peak),tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,unknown sex,250-400 g,adult,sleep,PlotDigitizer,assume authors' ability to identify principal cells,rTAM6,24,"""6003103227010301""",6003103227010301
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,194.60909,,,1,,,,,,0,CA1:SP,0,194.60909,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,0,Fig S3 (REM@ theta double peak),tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,unknown sex,250-400 g,adult,sleep,PlotDigitizer,assume authors' ability to identify principal cells,rTAM6,24,"""6003103227010302""",6003103227010302
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,134.58984,,,1,,,,,,0,CA1:SP,0,134.58984,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,0,Fig S3 (phasic REM@ theta peak),tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,unknown sex,250-400 g,adult,sleep,PlotDigitizer,assume authors' ability to identify principal cells,rTAM6,24,"""6003104227010303""",6003104227010303
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,298.8719732,165.865772,SD,8,0.073516382,,,,uniform,0,MEC:II,0,298.8719732,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrea Burgalossi, Lucas Herfst, Moritz von Heimendahl, Henning Förste, Kurt Haskic, Martin Schmidt, Michael Brecht",Microcircuits of Functionally Identified Neurons in the Rat Medial Entorhinal Cortex,Neuron,2011,21609831,0,Fig 7F red (theta mean)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Long Evans,unknown sex,130-230 g; P30-P50,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rJAM1,2,"""6003101983110706""",6003101983110706
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,MEC:II,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0382452,0.5736783,SEM,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrea Burgalossi, Lucas Herfst, Moritz von Heimendahl, Henning Förste, Kurt Haskic, Martin Schmidt, Michael Brecht",Microcircuits of Functionally Identified Neurons in the Rat Medial Entorhinal Cortex,Neuron,2011,21609831,0,Fig 7A (FR L2)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Long Evans,unknown sex,130-230 g; P30-P50,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rJAM1,2,"""6003111983110701""",6003111983110701
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,,,,,100.7304,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pascale Quilichini, Anton Sirota, György Buzsáki",Intrinsic circuit organization and theta-gamma oscillation dynamics in the entorhinal cortex of the rat,Journal of Neuroscience,2010,20720120,0,Fig 10C (gamma EC2)@,silicon probe recording of single cell assigned to 1 Hippocampome type,silicon probe,rats,Sprague-Dawley,male,250-400 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,identified from Fig 1_EC2,rSAM3,29,"""6003105012011003""",6003105012011003
MEC (e)331111p LII Stellate,6003,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.516275,0.3896102,SD,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Pascale Quilichini, Anton Sirota, György Buzsáki",Intrinsic circuit organization and theta-gamma oscillation dynamics in the entorhinal cortex of the rat,Journal of Neuroscience,2010,20720120,0,Fig 3E (FR EC2)@,silicon probe recording of single cell assigned to 1 Hippocampome type,silicon probe,rats,Sprague-Dawley,male,250-400 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,identified from Fig 1_EC2,rSAM3,29,"""6003111012010305""",6003111012010305
MEC (e)233111 LII-III Pyramidal-Multiform,6008,S061706,Glutamatergic II:LI-II:EC,,175.3133613,,,9,0.542083474,,,,directed,0,MEC:II,0,175.3133613,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray S, Naumann R, Burgalossi A, Tang Q, Schmidt H, Brecht M",Grid-layout and theta-modulation of layer 2 pyramidal neurons in medial entorhinal cortex,Science,2014,24457213,0,Fig 4J green line (theta mean)@,9 juxtacellularly recorded cell assigned to 2 Hippocampome types,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-400 g,adult,freely moving,PlotDigitizer,CB+; weakly phase locked to trough of theta oscillation; assume authors' ability to identify principal cells,rJAU1,3,"""6008101721310410""",6008101721310410
MEC (e)233111 LII-III Pyramidal-Multiform,6008,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,MEC:II,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1.1,SD,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray S, Naumann R, Burgalossi A, Tang Q, Schmidt H, Brecht M",Grid-layout and theta-modulation of layer 2 pyramidal neurons in medial entorhinal cortex,Science,2014,24457213,0,"text quote, p893 (CB+ baseline)@",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-400 g,adult,freely moving,PlotDigitizer,CB-; strongly phase locked to trough of theta oscillation; assume authors' ability to identify principal cells,rJAU1,3,"""6008111721330000""",6008111721330000
MEC (e)233111 LII-III Pyramidal-Multiform,6008,S061706,Glutamatergic II:LI-II:EC,,166.812662,28.58111255,SD,9,0.48746,,,,directed,0,MEC:superficial,0,166.812662,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tang Q, Burgalossi A, Ebbesen CL, Ray S, Naumann R, Schmidt H, Spicher D, Brecht M",Pyramidal and stellate cell specificity of grid and border representations in layer 2 of medial entorhinal cortex,Neuron,2014,25482025,0,Tab S1 CB+ (theta mean)@,1 juxtacellularly recorded cell assigned to 2 Hippocampome types,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-250 g,adult,freely moving,read from table,converted from radians to degrees; assume authors' ability to identify principal cells,rJAU1,3,"""6008101202520100""",6008101202520100
MEC (e)221100 LII Oblique Pyramidal,6019,S061706,Glutamatergic II:LI-II:EC,,175.3133613,,,9,0.542083474,,,,directed,0,MEC:II,0,175.3133613,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray S, Naumann R, Burgalossi A, Tang Q, Schmidt H, Brecht M",Grid-layout and theta-modulation of layer 2 pyramidal neurons in medial entorhinal cortex,Science,2014,24457213,0,Fig 4J green line (theta mean)@,9 juxtacellularly recorded cell assigned to 2 Hippocampome types,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-400 g,adult,freely moving,PlotDigitizer,CB+; weakly phase locked to trough of theta oscillation; assume authors' ability to identify principal cells,rJAU1,3,"""6019101721310410""",6019101721310410
MEC (e)221100 LII Oblique Pyramidal,6019,S061706,Glutamatergic II:LI-II:EC,,,,,,,,,,,,MEC:II,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1.1,SD,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Ray S, Naumann R, Burgalossi A, Tang Q, Schmidt H, Brecht M",Grid-layout and theta-modulation of layer 2 pyramidal neurons in medial entorhinal cortex,Science,2014,24457213,0,"text quote, p893 (CB+ baseline)@",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-400 g,adult,freely moving,PlotDigitizer,CB-; strongly phase locked to trough of theta oscillation; assume authors' ability to identify principal cells,rJAU1,3,"""6019111721330000""",6019111721330000
MEC (e)221100 LII Oblique Pyramidal,6019,S061706,Glutamatergic II:LI-II:EC,,166.812662,28.58111255,SD,9,0.48746,,,,directed,0,MEC:superficial,0,166.812662,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tang Q, Burgalossi A, Ebbesen CL, Ray S, Naumann R, Schmidt H, Spicher D, Brecht M",Pyramidal and stellate cell specificity of grid and border representations in layer 2 of medial entorhinal cortex,Neuron,2014,25482025,0,Tab S1 CB+ (theta mean)@,1 juxtacellularly recorded cell assigned to 2 Hippocampome types,juxtacellular,rats,Wistar and Long Evans,unknown sex,150-250 g,adult,freely moving,read from table,converted from radians to degrees; assume authors' ability to identify principal cells,rJAU1,3,"""6019101202520100""",6019101202520100
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,299.2377485,146.3661711,SD,52,0.064250775,,,,uniform,0,MEC:III,0,299.2377485,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tang Q, Ebbesen CL, Sanguinetti-Scheck JI, Preston-Ferrer P, Gundlfinger A, Winterer J, Beed P, Ray S, Naumann R, Schmitz D, Brecht M, Burgalossi A",Anatomical Organization and Spatiotemporal Firing Patterns of Layer 3 Neurons in the Rat Medial Entorhinal Cortex,Journal of Neuroscience,2015,26354904,0,Fig 5B red dot (theta mean)@,1 juxtacellularly recorded cell assigned to 2 Hippocampome types,juxtacellular,rats,Wistar,unknown sex,150-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rJAU1,3,"""6017101490410502""",6017101490410502
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,-31.8636763,,,1,0.104082315,,,,uniform,-360,EC:III,0,328.1363237,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig 3C line (theta mean)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6017101479310303""",6017101479310303
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,,,,,,,,,,,EC:III,0,,,,,,,,,,,,,,,,,,1.642317421,,,1,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig S2 (SWR ratio)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6017108479310200""",6017108479310200
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,,,,,,,,,,,EC:III,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2118227,,,1,3,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig S2 (FR SWR@),tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6017116479310201""",6017116479310201
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,,,,,,,,,,,EC:III,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.955665,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Sirota A, Pastalkova E, Buzsáki G",Theta oscillations provide temporal windows for local circuit computation in the entorhinal-hippocampal loop,Neuron,2009,19874793,0,Fig S2 (FR baseline)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,male,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAM1,17,"""6017111479310202""",6017111479310202
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,344.573,,,1,,,,,,0,CA1:SP,0,344.573,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,0,Fig S3 RUN (theta peak)@,tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,unknown sex,250-400 g,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rTAU1,19,"""6017102227010300""",6017102227010300
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,344.72076,,,1,,,,,,0,CA1:SP,0,344.72076,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,0,Fig S3 (REM@ theta peak),tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,unknown sex,250-400 g,adult,sleep,PlotDigitizer,assume authors' ability to identify principal cells,rTAU6,26,"""6017103227010302""",6017103227010302
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,314.21835,,,1,,,,,,0,CA1:SP,0,314.21835,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mizuseki K, Diba K, Pastalkova E, Buzsáki G",Hippocampal CA1 pyramidal cells form functionally distinct sublayers,Nature Neuroscience,2011,21822270,0,Fig S3 (phasic REM@ theta peak),tetrode recording of single cell assigned to 1 Hippocampome type,tetrode,rats,Long Evans,unknown sex,250-400 g,adult,sleep,PlotDigitizer,assume authors' ability to identify principal cells,rTAU6,26,"""6017104227010303""",6017104227010303
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,321.5271333,50.74293841,SD,11,0.089484626,,,,uniform,0,MEC:III,0,321.5271333,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrea Burgalossi, Lucas Herfst, Moritz von Heimendahl, Henning Förste, Kurt Haskic, Martin Schmidt, Michael Brecht",Microcircuits of Functionally Identified Neurons in the Rat Medial Entorhinal Cortex,Neuron,2011,21609831,0,Fig 7F green (theta mean)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Wistar,male,130-230 g; P30-P50,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rJAM1,2,"""6017101983110706""",6017101983110706
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,,,,,,,,,,,MEC:II,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5500562,0.4386952,SEM,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Andrea Burgalossi, Lucas Herfst, Moritz von Heimendahl, Henning Förste, Kurt Haskic, Martin Schmidt, Michael Brecht",Microcircuits of Functionally Identified Neurons in the Rat Medial Entorhinal Cortex,Neuron,2011,21609831,0,Fig 7A (FR L3)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Long Evans,unknown sex,130-230 g; P30-P50,adult,freely moving,PlotDigitizer,assume authors' ability to identify principal cells,rJAM1,2,"""6017111983110701""",6017111983110701
EC (e)223111p LIII Pyramidal,6017,S071806,Glutamatergic III:LIII:EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4291196,1.2554384,SD,NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Pascale Quilichini, Anton Sirota, György Buzsáki",Intrinsic circuit organization and theta-gamma oscillation dynamics in the entorhinal cortex of the rat,Journal of Neuroscience,2010,20720120,0,Fig 3E (FR EC3)@,silicon probe recording of single cell assigned to 1 Hippocampome type,silicon probe,rats,Sprague-Dawley,male,250-400 g,adult,urethane plus supplemental doses of ketamine and xylazine,PlotDigitizer,identified from Fig 1_EC2,rSAM3,29,"""6017111012010305""",6017111012010305
